route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
20-202,Weekday-1,20-02006-56700-2-eb8506aa,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
20-202,Weekend-1,20-02006-57600-2-8f5f5a40,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
20-202,Weekday-1,20-02006-57600-2-eb8506aa,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
20-202,Weekend-1,20-02006-58500-2-8f5f5a40,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
20-202,Weekday-1,20-02006-58500-2-eb8506aa,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
76-202,Weekend-1,234-07601-65700-2-bdfe1b87,Glen Innes To Britomart Via Orakei,,0,,234-07601-3f62e7fb,0,0
76-202,Weekday-1,234-07601-66600-2-b92deae9,Glen Innes To Britomart Via Orakei,,0,,234-07601-3f62e7fb,0,0
76-202,Weekend-1,234-07601-66600-2-bdfe1b87,Glen Innes To Britomart Via Orakei,,0,,234-07601-3f62e7fb,0,0
76-202,Daily-1,234-07601-67500-2-bdfe1b87,Glen Innes To Britomart Via Orakei,,0,,234-07601-3f62e7fb,0,0
20-202,Weekend-1,20-02006-59400-2-8f5f5a40,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
20-202,Weekday-1,20-02006-59400-2-eb8506aa,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
20-202,Weekend-1,20-02006-60300-2-8f5f5a40,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
20-202,Weekday-1,20-02006-60300-2-eb8506aa,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
20-202,Weekend-1,20-02006-61200-2-8f5f5a40,Wynyard Quarter To St Lukes Via Kingsland,,1,,20-02006-c91d8a38,0,0
